Identifiant du carnet,Date de saisie du carnet,Date de jour de collecte,Origine,Ligne n�,Nature de la dépense,Montant,Enseigne ou type de magasin,coicop,Libellé coicop
10157945_01,11/09/2024,16/06/2024,TABLEAU,2,RESTAURANT FLUNCH,42.6,AUCHAN,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156924_02,08/10/2024,28/06/2024,TABLEAU,1,RESTAURANT FRITERIE,83.8,LE SOLENO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156924_01,08/10/2024,26/06/2024,TABLEAU,1,RESTAURANT FRITERIE,32,SALENO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157017_01,04/09/2024,08/07/2024,TABLEAU,1,RESTAURANT J'AI INVITE UNE AMI,65,//,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156989_02,26/08/2024,05/06/2024,TABLEAU,1,RESTAURANT JAPONAIS,38,MOGU JAPAN CAFE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158360_01,07/08/2024,28/05/2024,TABLEAU,1,RESTAURANT KOOMA,41.6,KOOMA,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156689_01,23/08/2024,07/06/2024,TABLEAU,1,RESTAURANT LA TOPA,44.5,//,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156861_02,07/10/2024,09/06/2024,TABLEAU,1,RESTAURANT MAMAN + ROMAIN,44.2,3 BRASSEURS,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156840_01,12/09/2024,20/06/2024,TABLEAU,1,RESTAURANT MID,20.5,AU MEHDITERRANEE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156900_02,16/08/2024,21/05/2024,TABLEAU,2,RESTAURANT MIDI,41,RESTAURANT FLORENCE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156996_01,27/08/2024,17/05/2024,TABLEAU,1,RESTAURANT MIDI,25,RESTAURANT,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156627_01,28/08/2024,17/06/2024,TABLEAU,3,RESTAURANT MIDI,12.4,LA CROISSANTERIE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158750_01,20/08/2024,09/06/2024,TABLEAU,1,RESTAURANT PIZZA,41.3,LE PARC ST MARTIN,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158775_02,20/08/2024,31/05/2024,TABLEAU,2,RESTAURANT POUR DEUX,51.5,SHERAZADE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156767_02,02/09/2024,26/06/2024,TABLEAU,2,RESTAURANT POUR LA FIN D'ANNEE SCOLAIRE,114.5,EAT SUSHI,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157210_01,12/09/2024,26/06/2024,TABLEAU,1,RESTAURANT RAPIDE,21.5,L'INOPINEE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156618_01,11/09/2024,03/07/2024,TABLEAU,1,RESTAURANT READY MADE SUSHI,36.9,READY MADE SUSHI,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156836_01,11/09/2024,07/07/2024,TABLEAU,2,RESTAURANT REPAS MIDI,20,RESTAURANT,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157413_01,06/09/2024,01/06/2024,TABLEAU,8,RESTAURANT SNACK,37,RESTO FREDO,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158507_01,04/09/2024,25/05/2024,TABLEAU,3,RESTAURANT THAI,42,MIAM MIAM,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157724_01,27/08/2024,14/06/2024,TABLEAU,1,RESTAURANT TRAVAIL (TICKET RESTO),18,PIZZERA,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158864_01,22/08/2024,30/05/2024,TABLEAU,4,RESTAURANT WIDIEN,48,//,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157026_01,02/09/2024,16/06/2024,TABLEAU,1,RESTAURANT-PLAT-MENU,36,TEXAS,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158136_01,09/10/2024,21/06/2024,TABLEAU,1,RESTAURATION,108,HOTEL LE RECIF,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156766_02,02/09/2024,16/06/2024,TABLEAU,1,RESTAURATION,81.6,BRASSERIE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158557_02,10/09/2024,07/06/2024,TABLEAU,1,RESTAURATION,79.2,RESTAURANT SUSHI KING,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156989_02,26/08/2024,04/06/2024,TABLEAU,2,RESTAURATION,65.9,TOP GRILL,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157302_03,10/09/2024,17/06/2024,TABLEAU,1,RESTAURATION,60,ENTREPRISE,11.1.2.9,"Autres cantines, cafétérias et réfectoires (S)"
10158237_01,10/10/2024,23/06/2024,TABLEAU,2,RESTAURATION,51.3,MONTESILVANO,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158237_01,10/10/2024,22/06/2024,TABLEAU,2,RESTAURATION,48.5,ETANGS,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158136_01,09/10/2024,21/06/2024,TABLEAU,3,RESTAURATION,38.4,DUTY FREE AEROPORT,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156875_01,07/10/2024,03/07/2024,TABLEAU,4,RESTAURATION,32.5,HOMAIR VACANCES,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157955_01,11/09/2024,12/06/2024,TABLEAU,2,RESTAURATION,32.4,MCDONALD'S,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157302_01,10/09/2024,20/06/2024,TABLEAU,2,RESTAURATION,25.7,//,11.1.1,"Restaurants, cafés et similaires (S)"
10157302_01,10/09/2024,19/06/2024,TABLEAU,1,RESTAURATION,21.8,//,11.1.1,"Restaurants, cafés et similaires (S)"
10157302_02,10/09/2024,19/06/2024,TABLEAU,1,RESTAURATION,21.8,//,11.1.1,"Restaurants, cafés et similaires (S)"
10158237_01,10/10/2024,21/06/2024,TABLEAU,1,RESTAURATION,21.8,RESTAURATION RAPIDE A EMPORTER,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157302_01,10/09/2024,18/06/2024,TABLEAU,2,RESTAURATION,21.1,//,11.1.1,"Restaurants, cafés et similaires (S)"
10158184_01,06/09/2024,29/06/2024,TABLEAU,2,RESTAURATION,10,BURGER KING,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157955_01,11/09/2024,06/06/2024,TABLEAU,6,RESTAURATION,8.1,BURGER KING,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157955_01,11/09/2024,12/06/2024,TABLEAU,1,RESTAURATION,6.7,BOULANGERIE ANGE,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10158557_02,10/09/2024,11/06/2024,TABLEAU,2,RESTAURATION,6.3,CAFETERIA CE LIGNES,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157923_01,11/09/2024,14/06/2024,TABLEAU,1,RESTAURATION,2,//,11.1.1,"Restaurants, cafés et similaires (S)"
10157582_01,12/09/2024,21/06/2024,TABLEAU,4,RESTAURATION DU MIDI POUR,10,BAR,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157612_01,12/09/2024,21/06/2024,TABLEAU,4,RESTAURATION DU MIDI POUR GUILLAU,10,BAR,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158557_02,10/09/2024,12/06/2024,TABLEAU,1,RESTAURATION ENTREPRISE,5.8,RESTAURANT AF,11.1.2.9,"Autres cantines, cafétérias et réfectoires (S)"
10158557_02,10/09/2024,11/06/2024,TABLEAU,1,RESTAURATION ENTREPRISE,4.5,RESTAURANT SIEGE AF,11.1.2.9,"Autres cantines, cafétérias et réfectoires (S)"
10158557_02,10/09/2024,//,TABLEAU,1,RESTAURATION ENTREPRISE,3.7,RESTAURANT AF,11.1.2.9,"Autres cantines, cafétérias et réfectoires (S)"
10156627_01,28/08/2024,18/06/2024,TABLEAU,3,RESTAURATION MIDI,13.2,LA CERVOISERIE,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156627_01,28/08/2024,18/06/2024,TABLEAU,2,RESTAURATION MIDI,12,LA MIE DE LOUISE,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156939_01,02/08/2024,30/05/2024,TABLEAU,1,RESTAURATION RAPIDE,39.9,MC DO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156744_01,04/09/2024,//,TABLEAU,2,RESTAURATION RAPIDE,28,MAC DO FUMEL,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156744_01,04/09/2024,31/05/2024,TABLEAU,2,RESTAURATION RAPIDE,28,MAC DO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156925_01,26/08/2024,10/06/2024,TABLEAU,1,RESTAURATION RAPIDE,21.3,BURGER KING,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156876_01,07/10/2024,13/06/2024,TABLEAU,1,RESTAURATION RAPIDE,19.6,MC DONALD'S,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156744_01,04/09/2024,//,TABLEAU,8,RESTAURATION RAPIDE,17.5,BURGER FOOD,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156744_01,04/09/2024,06/06/2024,TABLEAU,1,RESTAURATION RAPIDE,17.5,BURGER FOOD,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156900_02,16/08/2024,15/05/2024,TABLEAU,2,RESTAURET,32,LE NEGOYE DOUE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156737_01,13/08/2024,01/06/2024,TABLEAU,3,RESTO,55.1,//,11.1.1,"Restaurants, cafés et similaires (S)"
10158868_01,22/08/2024,01/06/2024,TABLEAU,4,RESTO,53,RESTAURANT,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158255_01,16/08/2024,22/05/2024,TABLEAU,1,RESTO,48,FLUNCH AUCHAN,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156737_01,13/08/2024,30/05/2024,TABLEAU,1,RESTO,40,//,11.1.1,"Restaurants, cafés et similaires (S)"
10158112_01,09/10/2024,31/05/2024,TABLEAU,3,RESTO,30,RESTAURANT,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157793_01,06/09/2024,13/06/2024,TABLEAU,2,RESTO,29,,11.1.1,"Restaurants, cafés et similaires (S)"
10158255_01,16/08/2024,23/05/2024,TABLEAU,1,RESTO,24.6,CHINOIS DU VILLAGE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156921_01,08/10/2024,19/06/2024,TABLEAU,2,RESTO,20.5,BRASSERIE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157110_01,10/09/2024,13/06/2024,TABLEAU,3,RESTO,20,KOKOYA,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156593_01,23/08/2024,17/06/2024,TABLEAU,1,RESTO,16.3,LA BOUCHERIE A LAON,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156667_01,30/08/2024,27/06/2024,TABLEAU,1,"RESTO ""ANGE""",13.5,BOULANGERIE,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156663_01,23/08/2024,17/05/2024,TABLEAU,4,RESTO (MACDO),21.2,MACDO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157951_01,29/08/2024,27/05/2024,TABLEAU,5,RESTO / SNACK,29.3,//,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156667_02,30/08/2024,02/07/2024,TABLEAU,2,RESTO ATTENTE RBST DE LA TOTALITE STE,48.2,AU JARDIN D'O,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157110_01,10/09/2024,17/06/2024,TABLEAU,3,RESTO CHEZ MARCO,27,//,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157631_01,12/09/2024,21/06/2024,TABLEAU,2,RESTO FARAS,27.7,L'ARCHIPEL RESTAURANT,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158335_01,09/09/2024,28/06/2024,TABLEAU,2,RESTO SOIR,52,RESTAURANT,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158219_01,16/08/2024,30/05/2024,TABLEAU,1,RETIRER ESPECES,30,BANQUE POSTE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157111_01,10/09/2024,//,TABLEAU,7,RETOUCHE 4 PANTALONS,32,RETOUCHE,03.1.4.2,"Réparation, confection et location d’articles d’habillement (S)"
10158326_01,09/09/2024,24/06/2024,TABLEAU,1,RETOUCHES BLOUSON,22,RETOUCHEUSES,03.1.4.2,"Réparation, confection et location d’articles d’habillement (S)"
10157075_01,04/09/2024,12/06/2024,TABLEAU,4,RETOUCHES PANTALON,10,RETOUCHEUR,03.1.4.2,"Réparation, confection et location d’articles d’habillement (S)"
10158261_01,28/08/2024,05/06/2024,TABLEAU,3,RETRAIT,150,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157048_01,04/09/2024,11/06/2024,TABLEAU,8,RETRAIT,110,LA BANQUE POSTALE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156633_02,16/08/2024,02/06/2024,TABLEAU,2,RETRAIT,50,PUY DU FOU,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156863_01,07/10/2024,21/06/2024,TABLEAU,1,RETRAIT,50,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157048_01,04/09/2024,30/06/2024,TABLEAU,1,RETRAIT,50,LA BANQUE POSTALE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157282_01,05/08/2024,25/05/2024,TABLEAU,2,RETRAIT,50,POSTE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157725_01,27/08/2024,02/06/2024,TABLEAU,3,RETRAIT,50,CREDIT AGRICOLE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10158261_01,28/08/2024,10/06/2024,TABLEAU,1,RETRAIT,50,DISTRIBUTEUR,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157895_01,29/08/2024,03/06/2024,TABLEAU,3,RETRAIT,30,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156791_01,16/08/2024,27/05/2024,TABLEAU,2,RETRAIT,20,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156874_01,14/08/2024,03/06/2024,TABLEAU,2,RETRAIT,20,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156903_02,16/08/2024,24/05/2024,TABLEAU,1,RETRAIT,20,CREDIT AGRICOLE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156973_01,09/10/2024,22/06/2024,TABLEAU,2,RETRAIT,20,CREDIT MUTUEL,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157901_01,19/08/2024,29/05/2024,TABLEAU,1,RETRAIT,20,MONNAIE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10158547_01,26/08/2024,03/06/2024,TABLEAU,4,RETRAIT,20,//,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157762_01,27/08/2024,10/06/2024,TABLEAU,2,RETRAIT,5.9,ABONNEMENT BOX,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156960_01,08/10/2024,21/06/2024,TABLEAU,1,RETRAIT (CADEAU ANNIV),100,BANQUE BNP,99.1,Cadeaux
10157762_01,27/08/2024,11/06/2024,TABLEAU,2,RETRAIT 2 CONSULTATION MEDICALE,26.5,VISITE MEDICALE,06.2.3,Autres services de soins ambulatoires (S)
10157762_01,27/08/2024,11/06/2024,TABLEAU,3,RETRAIT 2 CONSULTATION MEDICALE,26.5,VISITE CABINET MEDICAL,06.2.3,Autres services de soins ambulatoires (S)
10156960_01,08/10/2024,16/06/2024,TABLEAU,2,RETRAIT ARGENT DE POCHE,20,DUCASSE,98.8,Argent de poche
10158133_01,09/10/2024,01/07/2024,TABLEAU,5,RETRAIT BANQUE,70,RHODES,98.2,Divers
10156817_01,11/09/2024,22/06/2024,TABLEAU,5,RETRAIT CB,40,//,98.2,Divers
10156989_02,26/08/2024,03/06/2024,TABLEAU,1,RETRAIT D'ARGENT (FETE DANSE BARQUE),60,LCL,98.2,Divers
10156989_02,26/08/2024,03/06/2024,TABLEAU,2,RETRAIT D'ARGENT (TOURNOI FOOT),20,LCL,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157659_01,07/10/2024,02/06/2024,TABLEAU,1,RETRAIT D'ESPECES,40,CAISSE D'EPARGNE,98.2,Divers
10156914_01,08/10/2024,03/07/2024,TABLEAU,2,RETRAIT DAB,20,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156914_01,08/10/2024,29/06/2024,TABLEAU,1,RETRAIT DAB,10,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156914_01,08/10/2024,30/06/2024,TABLEAU,1,RETRAIT DAB,10,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156914_01,08/10/2024,03/07/2024,TABLEAU,1,RETRAIT DAB,10,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156914_01,08/10/2024,04/07/2024,TABLEAU,1,RETRAIT DAB,10,BANQUE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10156709_01,02/09/2024,13/06/2024,TABLEAU,4,RETRAIT DISTRIBUTEUR,200,//,98.2,Divers
10157372_01,06/09/2024,09/06/2024,TABLEAU,5,RETRAIT DISTRIBUTEUR,50,DAB BRED,98.2,Divers
10157762_01,27/08/2024,10/06/2024,TABLEAU,1,RETRAIT EAU AGUR,33,ABOT COUR MENSUEL,98.2,Divers
10157183_01,11/09/2024,01/06/2024,TABLEAU,1,RETRAIT ESPECE,40,CA,98.2,Divers
10156853_01,14/08/2024,28/05/2024,TABLEAU,1,RETRAIT ESPECES,460,STE GENERALE,98.2,Divers
10156853_01,14/08/2024,27/05/2024,TABLEAU,1,RETRAIT ESPECES,280,STE GENERALE,98.2,Divers
10156637_01,23/08/2024,22/05/2024,TABLEAU,1,RETRAIT ESPECES,60,DAB,98.2,Divers
10158198_01,06/08/2024,29/05/2024,TABLEAU,1,RETRAIT ESPECES,60,DISTRIBUTEUR ARGENT,98.2,Divers
10158629_01,07/08/2024,30/05/2024,TABLEAU,1,RETRAIT ESPECES,60,//,98.2,Divers
10156823_03,29/08/2024,19/06/2024,TABLEAU,2,RETRAIT ESPECES,50,//,98.2,Divers
10156823_03,29/08/2024,21/06/2024,TABLEAU,1,RETRAIT ESPECES,40,//,98.2,Divers
10157806_01,06/09/2024,08/06/2024,TABLEAU,2,RETRAIT LIQUIDE GAB,40,CA MONTAYRAL,98.2,Divers
10156731_02,04/09/2024,31/05/2024,TABLEAU,3,RETRAIT NUMERAIRE,150,CREDIT AGRICOLE,98.2,Divers
10157553_01,20/08/2024,01/06/2024,TABLEAU,1,RETRAIT POUR COURS EQUITATION,50,CREDIT AGRICOLE,09.4.6.2,Services liés à la pratique du sport (S)
10157847_01,25/07/2024,25/05/2024,TABLEAU,2,RETRAIT POUR DONNER A UN ENFANT HORS MENAGE,30,BNP PARIBAS,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10157847_01,25/07/2024,28/05/2024,TABLEAU,10,RETRAIT POUR DONNER A UN ENFANT HORS MENAGE,20,BANQUE POPULAIRE,99.2,"Opération bancaire (retrait, virement, prélèvement)"
10158567_01,10/09/2024,19/06/2024,TABLEAU,2,RETRO,4.2,MASSIS MAGASIN,07.2.3.0.2,Réparation de véhicules particuliers
10158729_02,09/08/2024,27/04/2024,TABLEAU,1,REVISION + 2 PNEUS MICHELIN,544.3,GARAGE RENAULT GOOSSENS,07.2.3.0.1,Entretien de véhicules particuliers
10157176_01,03/09/2024,10/06/2024,TABLEAU,1,REVISION VOITURE,242,GARAGE RENAULT,07.2.3.0.1,Entretien de véhicules particuliers
10157421_01,06/09/2024,//,TABLEAU,1,REVISION VOITURE,194.2,GARAGE,07.2.3.0.1,Entretien de véhicules particuliers
10157542_01,06/09/2024,22/06/2024,TABLEAU,5,REVUE,7,PRESSE,09.7.2.2,Magazines et périodiques (ND)
10157951_01,29/08/2024,24/05/2024,TABLEAU,1,REVUES,12.2,MAISON DE LA PRESSE,09.7.2.2,Magazines et périodiques (ND)
10157002_02,27/08/2024,01/06/2024,TABLEAU,1,REVUES-LIVRES,23,KIOSQUE,09.7,"Journaux, livres et articles de papeterie"
10156732_02,13/08/2024,06/06/2024,TABLEAU,1,RICOLA MENTHOL,2.5,LECLERC,01.1.8.9,Autres sucreries et desserts nca (ND)
10157609_02,19/08/2024,31/05/2024,TABLEAU,1,RIDEAU DE PORTE 3,33.9,MARCHE AUX AFFAIRES,05.2.1.1,Tissus d'ameublement et rideaux (SD)
10157388_01,05/08/2024,17/05/2024,TABLEAU,4,RILLET DE THON,2.9,CARREFOUR,01.1.3.3.1,"Thons, listaos ou bonites à ventre rayé, préparés ou conservés"
10156532_01,22/08/2024,//,TABLEAU,6,RIZ,4.9,//,01.1.1.1.2,Riz
10157111_01,10/09/2024,//,TABLEAU,16,RIZ,4.9,NATURALIA,01.1.1.1.2,Riz
10156503_01,29/08/2024,14/06/2024,TABLEAU,22,RIZ,2,//,01.1.1.1.2,Riz
10157306_01,22/08/2024,07/06/2024,TABLEAU,2,RIZ (NOURRITURE),51.9,INDIAN SUPER MARKET,01.1.1.1.2,Riz
10157108_01,05/08/2024,02/06/2024,TABLEAU,4,RIZ 1KG,2.8,//,01.1.1.1.2,Riz
10157111_01,10/09/2024,//,TABLEAU,6,RIZ AU LAIT X 4,4,INTERMARCHE,01.1.1.1.2,Riz
10158565_01,02/08/2024,06/06/2024,TABLEAU,4,RIZ JASMIN,1.7,//,01.1.1.1.2,Riz
10156509_01,02/08/2024,25/05/2024,TABLEAU,1,ROBE,35,MAGASIN PRET A PORTER,03.1.2.2,Vêtements pour femmes ou filles
10158231_01,09/10/2024,17/06/2024,TABLEAU,4,ROBE,25,ML CREATION,03.1.2.2,Vêtements pour femmes ou filles
10158231_01,09/10/2024,20/06/2024,TABLEAU,1,ROBE ETE,42,SEZAME BAZARD,03.1.2.2,Vêtements pour femmes ou filles
10156509_01,02/08/2024,28/05/2024,TABLEAU,2,ROBES X 2,54,PRET A PORTER,03.1.2.2,Vêtements pour femmes ou filles
10156662_01,23/08/2024,22/05/2024,TABLEAU,1,ROBOT PISCINE,455.3,IRIJARDIN,05.5.1.0,Outils et équipements motorisés (D)
10158133_01,09/10/2024,03/07/2024,TABLEAU,2,RODOS RESTO,46.6,RODOS,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156732_02,12/08/2024,04/06/2024,TABLEAU,4,ROLLETTE D'OISE,4.4,LECLERC,98.4,Illisible ou indéterminé
10156772_01,03/09/2024,31/05/2024,TABLEAU,1,ROSBEEF,17.3,ESPRIT PAYSAN,01.1.2.2.1,Viande de bovins fraîche réfrigérée ou congelée
10158782_01,20/08/2024,24/05/2024,TABLEAU,4,ROSE,7.9,LIDL,09.3.1.2.1,Plantes et fleurs
10158782_01,20/08/2024,24/05/2024,TABLEAU,22,ROTI DE PORC,7.3,LIDL,01.1.2.2.2,"Viande de porc, fraîche, réfrigérée ou congelée"
10158325_01,28/08/2024,05/06/2024,TABLEAU,1,ROTI DE PORC,6.3,INTERMARCHE,01.1.2.2.2,"Viande de porc, fraîche, réfrigérée ou congelée"
10157285_01,03/09/2024,14/06/2024,TABLEAU,2,ROTI DE POULET,7.9,BOUCHERIE,01.1.2.2.4,"Viande de volaille fraîche, réfrigérée ou congelée"
10158269_01,28/08/2024,11/06/2024,TABLEAU,1,ROTI PORC CUIT,4.6,INTERMARCHE,01.1.2.2.2,"Viande de porc, fraîche, réfrigérée ou congelée"
10157409_01,22/08/2024,18/05/2024,TABLEAU,4,ROTI PORC ECHINE,17.2,CODEM,01.1.2.2.2,"Viande de porc, fraîche, réfrigérée ou congelée"
10157111_01,10/09/2024,//,TABLEAU,5,ROTISSERIE,17.9,MARCHE,01.1.2.2.4,"Viande de volaille fraîche, réfrigérée ou congelée"
10157231_01,05/09/2024,25/06/2024,TABLEAU,1,ROTISSERIE,12.5,ROTISSERIE,01.1.2.2.4,"Viande de volaille fraîche, réfrigérée ou congelée"
10156964_01,09/10/2024,//,TABLEAU,1,ROTISSERIE POULET,15,//,01.1.2.2.4,"Viande de volaille fraîche, réfrigérée ou congelée"
10157413_01,06/09/2024,30/05/2024,TABLEAU,2,ROUTEUR INTERNET,300,MR BRICOLAGE,08.1.3.2.1,Équipements périphériques
10158062_01,09/10/2024,17/06/2024,TABLEAU,2,RUBANS DE MASQUAGE,4.6,ACTION,04.3.1.1.2,"Articles de quincaillerie, fourniture pour bricolage autres qu’en bois"
10157020_01,02/08/2024,27/05/2024,TABLEAU,2,RUSTINES,1.9,INTERSPORT,09.2.2.2,Matériel de camping et matériel pour activités de plein air (SD)
10157111_01,10/09/2024,//,TABLEAU,13,SAC,0.1,INTERMARCHE,05.6.1.9,Autres biens domestiques non durables (ND)
10158797_01,22/08/2024,01/06/2024,TABLEAU,2,SAC A DOS SPORT,124,DECATHLON,05.6.1.9,Autres biens domestiques non durables (ND)
10157464_01,21/08/2024,05/06/2024,TABLEAU,1,SAC CABAS ET BISCUITS ET 2 COOKIES CHOCOLAT + CHIPS,21.3,U EXPRESS,98.1.2,Courses en supermarché
10157697_01,27/08/2024,11/06/2024,TABLEAU,1,SAC CIMENT,5.2,LEROY MERLIN,04.3.1.1.2,"Articles de quincaillerie, fourniture pour bricolage autres qu’en bois"
10156695_01,02/09/2024,25/06/2024,TABLEAU,2,SAC CUIR,39,//,13.2.9.1.1,Articles de voyage
10156625_02,02/08/2024,15/05/2024,TABLEAU,1,SAC DE CROQUETTES,20,ANIMAL NUTRI,09.3.2.2,Produits pour animaux domestiques et autres animaux de compagnie (ND)
10158210_01,09/09/2024,25/06/2024,TABLEAU,1,SAC DE VOYAGE,61.1,AMAZON,13.2.9.1.1,Articles de voyage
10158565_01,02/08/2024,06/06/2024,TABLEAU,2,SAC EN PAPIER,0.1,//,05.6.1.9,Autres biens domestiques non durables (ND)
10158629_01,07/10/2024,27/05/2024,TABLEAU,8,SAC ISOTHERM,13.9,ACTION,05.6.1.9,Autres biens domestiques non durables (ND)
10156509_01,02/08/2024,27/05/2024,TABLEAU,3,SAC POUBELLE 50L,3.2,EPICERIE,05.6.1.9,Autres biens domestiques non durables (ND)
10156503_01,29/08/2024,14/06/2024,TABLEAU,13,SACHET PILON,3.8,//,01.1.2.2.4,"Viande de volaille fraîche, réfrigérée ou congelée"
10156503_01,29/08/2024,15/06/2024,TABLEAU,1,SACHET POLKA,2,VENDEUR AMB,01.1.8.9,Autres confiseries et desserts sucrés n.c.a. (ND)
10156503_01,29/08/2024,18/06/2024,TABLEAU,1,SACHET POLKA,2,//,01.1.8.9,Autres confiseries et desserts sucrés n.c.a. (ND)
10158782_01,20/08/2024,24/05/2024,TABLEAU,20,SACHETS CHATS,1.9,LIDL,09.3.2.2,Produits pour animaux domestiques et autres animaux de compagnie (ND)
