code;frequency;product;coicop
09.7.4.0;2;Chemise papeterie;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Chemise plastifiée (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;1;Chemises à rabats;Papeterie et matériel de dessin (ND)
09.7.4.0;52;Ciseaux;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Ciseaux à papier;Papeterie et matériel de dessin (ND)
09.7.4.0;89;Classeur;Papeterie et matériel de dessin (ND)
09.7.4.0;142;Colle;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Compas;Papeterie et matériel de dessin (ND)
09.7.4.0;13;Copie double (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;3;Copie simple (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;1;Corbeille à courrier;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Corbeille à papier;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Correcteur (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;1;Coupe-papier;Papeterie et matériel de dessin (ND)
09.7.4.0;11;Couvre livre;Papeterie et matériel de dessin (ND)
09.7.4.0;7;Craie;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Craie couleur;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Crayon;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Crayon à papier;Papeterie et matériel de dessin (ND)
09.7.4.0;17;Crayon couleur;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Crayon feutre;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Crayon gomme;Papeterie et matériel de dessin (ND)
09.7.4.0;15;Crayon graphite;Papeterie et matériel de dessin (ND)
09.7.4.0;7;Criterium (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;20;Effaceur;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Enveloppe (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;1;Enveloppe kraft;Papeterie et matériel de dessin (ND)
09.7.4.0;22;Étiquettes;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Étiquettes adhésives;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Étui mines;Papeterie et matériel de dessin (ND)
09.7.4.0;5;Faire-part;Papeterie et matériel de dessin (ND)
09.7.4.0;12;Feuille;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Feuille A4;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Feuille bristol;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Feuille calque;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Feuille dessin;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Feuille double;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Feuille papier;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Feuille perforée;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Feutre;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Feutre effaçable;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Feutre fluo;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Fiche bristol;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Fiche cartonnée;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Fourniture bureau;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Fourniture papeterie;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Fourniture scolaire;Papeterie et matériel de dessin (ND)
09.7.4.0;7;Fusain;Papeterie et matériel de dessin (ND)
09.7.4.0;64;Gomme;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Gomme plastique;Papeterie et matériel de dessin (ND)
09.7.4.0;12;Gouache;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Instruments de géométrie (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;17;Intercalaire;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Kit de traçage;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Liquide correcteur;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Livre de compte;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Marque pages;Papeterie et matériel de dessin (ND)
09.7.4.0;34;Marqueur;Papeterie et matériel de dessin (ND)
09.7.4.0;111;Matériel de dessin et de peinture;Papeterie et matériel de dessin (ND)
09.7.4.0;5;Matériel didactique (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;1;Mémo aimanté;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Mine compas;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Mine de crayon;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Mini effaceurs;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Oeillets feuilles;Papeterie et matériel de dessin (ND)
09.7.4.0;5;Papeterie;Papeterie et matériel de dessin (ND)
09.7.4.0;49;Papier;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Papier à dessin;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Papier à lettres;Papeterie et matériel de dessin (ND)
09.7.4.0;100;Papier cadeau ;Papeterie et matériel de dessin
09.7.4.0;1;Papier carbone;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Papier d’emballage;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Papier imprimante;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Papier millimétré;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Passe partout;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Pastels;Papeterie et matériel de dessin (ND)
09.7.4.0;13;Patafix;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Pâte adhésive;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Peinture (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;1;Perforateur;Papeterie et matériel de dessin (ND)
09.7.4.0;5;Perforatrice;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Pinceau;Papeterie et matériel de dessin (ND)
09.7.4.0;4;Plastifieuse;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Plumier (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;42;Pochette (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;5;Pochette calque;Papeterie et matériel de dessin (ND)
09.7.4.0;16;Pochette dessin;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Pochette papier;Papeterie et matériel de dessin (ND)
09.7.4.0;14;Pochette perforée;Papeterie et matériel de dessin (ND)
09.7.4.0;7;Pochette plastique;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Pochoir;Papeterie et matériel de dessin (ND)
09.7.4.0;9;Porte mines;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Porte-vues (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;19;Post-it;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Pot à crayons;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Presse papier (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;62;Protège cahier;Papeterie et matériel de dessin (ND)
09.7.4.0;25;Protège document;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Punaises (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;3;Rame de papier;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Ramette de papier;Papeterie et matériel de dessin (ND)
09.7.4.0;9;Rapporteur;Papeterie et matériel de dessin (ND)
09.7.4.0;11;Recharge stylo;Papeterie et matériel de dessin (ND)
09.7.4.0;4;Règle (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;10;Règle plate;Papeterie et matériel de dessin (ND)
09.7.4.0;6;Reliure (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;100;Sac cadeaux;Papeterie et matériel de dessin (ND)
09.7.4.0;50;Scotch;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Stabilo;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Stabylo;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Stylo;Papeterie et matériel de dessin (ND)
09.7.4.0;2;Stylo 4 couleurs;Papeterie et matériel de dessin (ND)
09.7.4.0;3;Stylo à bille;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Stylo plume;Papeterie et matériel de dessin (ND)
09.7.4.0;33;Surligneur (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;1;Taille crayon;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Tampons encreur;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Tipp-ex;Papeterie et matériel de dessin (ND)
09.7.4.0;10;Toile (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;8;Toile a peindre;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Transparent (papeterie);Papeterie et matériel de dessin (ND)
09.7.4.0;14;Trieur;Papeterie et matériel de dessin (ND)
09.7.4.0;1;Trombones;Papeterie et matériel de dessin (ND)
09.7.4.0;43;Trousse;Papeterie et matériel de dessin (ND)
09.7.4.0;11;Tube de colle;Papeterie et matériel de dessin (ND)
09.7.4.0;5;Tube de peinture;Papeterie et matériel de dessin (ND)
09.8.0.0;2;Croisière;Voyages à forfait (S)
09.8.0.0;2;Séjour (en France ou à l'étranger);Voyages à forfait (S)
09.8.0.0;1;Séjour ski;Voyages à forfait (S)
09.8.0.0;7;Séjour tout compris (transport, hébergement,etc.);Voyages à forfait (S)
09.8.0.0;19;Voyage;Voyages à forfait (S)
10.1.0;1;Frais d’inscription, admission, scolarité (petite enfance);Enseignement préscolaire et primaire (S)
10.1.0;1;Frais liés à l’éducation (petite enfance);Enseignement préscolaire et primaire (S)
10.1.0;1;Services d’éducation spéciaux pour la petite enfance;Enseignement préscolaire et primaire (S)
10.1.0;1;Sortie scolaire pour la petite enfance (déplacement et hébergement);Enseignement préscolaire et primaire (S)
10.1.0.2;1;Frais d’inscription, admission, scolarité (enseignement primaire);Enseignement primaire (S)
10.1.0.2;1;Frais liés à l’éducation (enseignement primaire);Enseignement primaire (S)
10.1.0.2;1;Service d’éducation spécial pour les élèves trop âgés pour l’école primaire;Enseignement primaire (S)
10.1.0.2;8;Sortie scolaire pour l’enseignement primaire (déplacement et hébergement);Enseignement primaire (S)
10.2.0.0;1;Autre frais liés à l’éducation (enseignement secondaire);Enseignement secondaire (S)
10.2.0.0;1;Enseignement secondaire extrascolaire pour adultes et jeunes;Enseignement secondaire (S)
10.2.0.0;2;Frais d’inscription, admission, scolarité (enseignement secondaire);Enseignement secondaire (S)
10.2.0.0;3;Service d’éducation spécial pour les adolescents ayant des besoins éducatifs spéciaux (secondaire);Enseignement secondaire (S)
10.2.0.0;3;Sortie scolaire pour l’enseignement secondaire (déplacement et hébergement);Enseignement secondaire (S)
10.3.0.0;1;Autre frais liés à l’éducation (enseignement post-secondaire non tertiaire);Enseignement post-secondaire non-tertiaire (S)
10.3.0.0;1;Autre frais liés aux études (enseignement supérieur);Enseignement supérieur (S)
10.3.0.0;3;Cours par correspondance (enseignement supérieur);Enseignement supérieur (S)
10.3.0.0;1;Échange d’étudiants faisant partie du programme d’enseignement supérieur (frais de voyage et d’hébergement);Enseignement supérieur (S)
10.3.0.0;1;Échange d’étudiants faisant partie du programme scolaire niveau post secondaire non tertiaire (frais de voyage et d’hébergement);Enseignement supérieur (S)
10.3.0.0;1;Enseignement post-secondaire non tertiaire extrascolaire pour adultes et jeunes;Enseignement post-secondaire non-tertiaire (S)
10.3.0.0;3;Frais d’examen (enseignement supérieur);Enseignement supérieur (S)
10.3.0.0;1;Frais d’inscription, admission, scolarité (enseignement post-secondaire non tertiaire);Enseignement post-secondaire non-tertiaire (S)
10.3.0.0;1;Frais d’inscription, admission, scolarité (enseignement supérieur);Enseignement supérieur (S)
10.3.0.0;3;Frais de diplôme (enseignement supérieur);Enseignement supérieur (S)
10.3.0.0;3;Programme d’enseignement à distance (enseignement supérieur);Enseignement supérieur (S)
10.3.0.0;1;Programme Erasmus (frais de voyage et d’hébergement);Enseignement supérieur (S)
10.3.0.0;2;Service d’éducation spécial pour les adolescents ayant des besoins éducatifs spéciaux (post-secondaire non tertiaire);Enseignement post-secondaire non-tertiaire (S)
10.3.0.0;1;Sorties scolaires pour l’enseignement post-secondaire non tertiaire (déplacement et hébergement);Enseignement post-secondaire non-tertiaire (S)
10.5.0.1;1;Centre d’aide aux devoirs;Cours particuliers (S)
10.5.0.1;1;Centre de tutorat;Cours particuliers (S)
10.5.0.1;3;Cours de préparation aux examens;Cours particuliers (S)
10.5.0.1;3;Tuteurs indépendants;Cours particuliers (S)
10.5.0.1;1;Tutorat en ligne;Cours particuliers (S)
10.5.0.1;1;Voyages internationaux pour l’apprentissage des langues;Cours particuliers (S)
10.5.0.9;2;Cours d’immersion linguistique;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;1;Cours d’informatique (e.g. apprendre un logiciel spécifique);Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;2;Cours de langue en classe;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;1;Cours de langue en ligne;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;1;Cours de langue sous forme de logiciels ou cassette audio;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;2;Cours de maths;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;1;Cours espagnol;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;1;Cours informatique;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;4;Soutien scolaire;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;1;Stage Bafa;Autres formes d'enseignement non définies par niveau (S)
10.5.0.9;1;Tests de compétences linguistiques;Autres formes d'enseignement non définies par niveau (S)
11.1.1.1;1877;Café (restaurant, café, salon de thé);Restaurants, cafés et autres établissements similaires - avec service complet (S)
11.1.1.1;100;Dîner;Restaurants, cafés et autres – avec service complet
11.1.1.1;297;Menu (restaurant, café, salon de thé);Restaurants, cafés et autres établissements similaires - avec service complet (S)
11.1.1.1;2;Menu bébé;Restaurants, cafés et autres établissements similaires - avec service complet (S)
11.1.1.1;1885;Repas (restaurant, café, salon de thé);Restaurants, cafés et autres établissements similaires - avec service complet (S)
11.1.1.1;2000;Repas restaurant;Restaurants, cafés et autres – avec service complet
11.1.1.1;20;Restaurant;Restaurants, cafés et autres – avec service complet (S)
11.1.1.1;2000;Restaurant ;Restaurants, cafés et autres – avec service complet
11.1.1.1;2000;Restaurants;Restaurants, cafés et autres – avec service complet
11.1.1.2;914;Café (Fast food, self service, buvette);Restaurants, cafés et autres établissements similaires - avec service limité (S)
11.1.1.2;20;Fast food;Restaurants, cafés et autres établissements similaires - avec service limité (S)
11.1.1.2;100;Macflury ;Restaurants, cafés et autres – à service limité
11.1.1.2;100;Mcdonalds;Restaurants, cafés et autres – à service limité
11.1.1.2;397;Menu (Fast food, self service, buvette);Restaurants, cafés et autres établissements similaires - avec service limité (S)
11.1.1.2;674;Repas (Fast food, self service, buvette);Restaurants, cafés et autres établissements similaires - avec service limité (S)
11.1.1.2;741;Sandwich (Fast food, self service, buvette);Restaurants, cafés et autres établissements similaires - avec service limité (S)
11.1.1.2;100;Snacking;Restaurants, cafés et autres – à service limité
11.1.1.2;100;Traiteur ;Restaurants, cafés et autres – à service limité
11.1.2.1;87;Cantine (Cantines scolaires et universitaires;Cantines, cafétérias d'universités, d'écoles et de jardins d'enfants (S)
11.1.2.1;207;Repas (Cantines scolaires et universitaires;Cantines, cafétérias d'universités, d'écoles et de jardins d'enfants (S)
11.1.2.9;69;Café (Cantines professionnelles, cafétérias d'hôpital);Autres cantines, cafétérias et réfectoires (S)
11.1.2.9;16;Menu (Cantines professionnelles, cafétérias d'hôpital);Autres cantines, cafétérias et réfectoires (S)
11.1.2.9;455;Repas (Cantines professionnelles, cafétérias d'hôpital);Autres cantines, cafétérias et réfectoires (S)
11.1.2.9;2000;Restaurant universitaire;Autres cantines, cafétérias et réfectoires 
11.2.0;6;Hébergement (en France ou à l'étranger);Services d’hébergement (S)
11.2.0.1;1;Airbnb (en France ou à l'étranger);Hôtels et hébergements similaires (S)
11.2.0.1;16;Chambre (en France ou à l'étranger);Hôtels et hébergements similaires (S)
11.2.0.1;100;Chambre d’hôtel;Hôtels et hébergements similaires (S)
11.2.0.1;20;Gîte;Hôtels et hébergements similaires (S)
11.2.0.1;1;Hébergement pension complète  (en France ou à l'étranger);Hôtels et hébergements similaires (S)
11.2.0.1;21;Hôtel (en France ou à l'étranger);Hôtels et hébergements similaires (S)
11.2.0.1;2;Location gîte (en France ou à l'étranger);Hôtels, motels, Chambre d’hôtes, gîtes ou logements de particuliers (type airbnb)
11.2.0.1;14;Nuitée (en France ou à l'étranger);Hôtels, motels, auberges et services d'hébergement similaires (S)
11.2.0.1;1;Pension (en France ou à l'étranger);Hôtels et hébergements similaires (S)
11.2.0.2.1;2;Camping (en France ou à l'étranger);Campings et auberges de jeunesse
11.2.0.2.2;3;Location (en France ou à l'étranger);Centres de vacances ou de loisirs (villages vacances, résidence de tourisme, club de vacances)
11.2.0.3;100;Foyer collège;Services d'hébergement des internats, universités et autres établissements d'enseignement
11.2.0.3;3;Internat (en France ou à l'étranger;Services d'hébergement des internats, des universités et autres établissements éducatifs (S)
12.1;1;Macif;ASSURANCES ET SERVICES FINANCIERS
12.1.1.0;1;Assurance capital décès;Assurances-vie et accidents (S)
12.1.1.0;1;Assurance éducation;Assurances-vie et accidents (S)
12.1.1.0;100;Assurance vie;Assurance vie et accidents (S)
12.1.1.0;1;Frais de service pour assurance accident;Assurances-vie et accidents (S)
12.1.1.0;1;Frais de service pour assurance obsèques;Assurances-vie et accidents (S)
12.1.1.0;1;Frais de service pour assurance-vie;Assurances-vie et accidents (S)
12.1.1.0;1;Rentes;Assurances-vie et accidents (S)
12.1.2.0;1;Assurance complémentaire médicaments;Assurances liées à la santé (S)
12.1.2.0;1;Assurance invalidité;Assurances liées à la santé (S)
12.1.2.0;1;Assurance maladie de voyage;Assurances liées à la santé (S)
12.1.2.0;1;Assurance maladie directe;Assurances liées à la santé (S)
12.1.2.0;1;Assurance maladie grave;Assurances liées à la santé (S)
12.1.2.0;1;Assurance maladie sociale;Assurances liées à la santé (S)
12.1.2.0;1;Assurance transport médical (e.g. ambulance);Assurances liées à la santé (S)
12.1.2.0;1;Complémentaire santé;Assurances liées à la santé (S)
12.1.2.0;1;Mutuelle de santé;Assurances liées à la santé (S)
12.1.3.0;2;Assurance dégâts des eaux (logement);Assurance liée au logement (S)
12.1.3.0;100;Assurance habitation;Assurance lié au logement
12.1.3.0;1;Assurance incendie (logement);Assurance liée au logement (S)
12.1.3.0;100;Assurance maison;Assurance liée au logement
12.1.3.0;1;Assurance vol (logement);Assurance liée au logement (S)
12.1.3.0;1;Charges locatives pour assurance logement;Assurance liée au logement (S)
12.1.4.1;2;Assurance automobile;Assurance de transport personnel (S)
12.1.4.1;2;Assurance matériel de transport personnel;Assurance de transport personnel (S)
12.1.4.1;2;Assurance responsabilité civile véhicule;Assurance de transport personnel (S)
12.1.4.2;1;Assurance voyage (changement, annulation, bagages);Assurance voyage (S)
12.1.9.0;1;Assurance individuelle accident;Assurance autres (S)
12.1.9.0;1;Assurance juridique;Assurance autres (S)
12.1.9.0;1;Assurance médicale (animaux de compagnie);Assurance autres (S)
12.1.9.0;100;Assurance multimedia;Autre assurance
12.1.9.0;100;Assurance prêt immobilier ;Autre assurance
12.1.9.0;100;Assurance pret maison;Autre assurance
12.1.9.0;1;Assurance prévoyance;Assurance autres (S)
12.1.9.0;100;Assurance scolaire;Autre assurance
12.1.9.0;1;Épargne retraite;Assurance autres (S)
12.1.9.0;1;Garantie accident de la vie;Assurance autres (S)
12.1.9.0;1;Responsabilité civile (dommage à un tiers);Assurance autres (S)
12.2.1.0;1;Société de dépôt (intermédiation financière);Services d’intermédiation financière
12.2.9.9;3;Frais bancaires;Autres services financiers n.c.a. (S)
12.2.9.9;1;Frais société de dépôt;Autres services financiers n.c.a. (S)
13.1.1.1;1;Appareil épilation;Appareils électriques pour soins corporels (SD)
13.1.1.1;1;Appareil manucure;Appareils électriques pour soins corporels (SD)
13.1.1.1;1;Babyliss;Appareils électriques pour soins corporels (SD)
13.1.1.1;3;Brosse à dents électrique;Appareils électriques pour soins corporels (SD)
13.1.1.1;1;Épilateur électrique;Appareils électriques pour soins corporels (SD)
13.1.1.1;1;Fer à boucler;Appareils électriques pour soins corporels (SD)
13.1.1.1;1;Fer à lisser;Appareils électriques pour soins corporels (SD)
13.1.1.1;7;Rasoir électrique;Appareils électriques pour soins corporels (SD)
13.1.1.1;1;Sèche ongle;Appareils électriques pour soins corporels (SD)
13.1.1.1;13;Sèche-cheveux;Appareils électriques pour soins corporels (SD)
13.1.1.1;2;Tondeuse à cheveux;Appareils électriques pour soins corporels (SD)
13.1.1.1;1;Tondeuse électrique;Appareils électriques pour soins corporels (SD)
13.1.2.0.1;54;Après rasage;Parfums et eaux de toilette
13.1.2.0.1;1;Coffret de parfum;Parfums et eaux de toilette
13.1.2.0.1;5;Coffret parfum;Parfums et eaux de toilette
13.1.2.0.1;58;Eau de Cologne;Parfums et eaux de toilette
13.1.2.0.1;15;Eau de parfum;Parfums et eaux de toilette
13.1.2.0.1;1;Eau florale;Parfums et eaux de toilette
13.1.2.0.1;3;Eau lavande;Parfums et eaux de toilette
13.1.2.0.1;3;Lotion après rasage;Parfums et eaux de toilette
13.1.2.0.1;213;Parfum;Parfums et eaux de toilette
13.1.2.0.1;20;Parfumerie;Parfums et eaux de toilette
13.1.2.0.2;6;Ambre solaire;Produits de maquillage et de soin de la peau
13.1.2.0.2;4;Anti-cernes;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Anti-rides;Produits de maquillage et de soin de la peau
13.1.2.0.2;5;Argile (soin personnel);Produits de maquillage et de soin de la peau
13.1.2.0.2;8;Atomiseur eau;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Autobronzant;Produits de maquillage et de soin de la peau
13.1.2.0.2;24;Baume;Produits de maquillage et de soin de la peau
13.1.2.0.2;8;Baume à lèvres;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Beurre de karité;Produits de maquillage et de soin de la peau
13.1.2.0.2;5;Blush;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Brume d’eau;Produits de maquillage et de soin de la peau
13.1.2.0.2;15;Brumisateur;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Cire épilation;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Coffret maquillage;Produits de maquillage et de soin de la peau
13.1.2.0.2;16;Cosmétiques;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Crayon à lèvres;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Crayon cosmétique;Produits de maquillage et de soin de la peau
13.1.2.0.2;9;Crayon maquillage;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Crayon pour les yeux;Produits de maquillage et de soin de la peau
13.1.2.0.2;5;Crayon sourcils;Produits de maquillage et de soin de la peau
13.1.2.0.2;35;Crème beauté;Produits de maquillage et de soin de la peau
13.1.2.0.2;23;Crème corps;Produits de maquillage et de soin de la peau
13.1.2.0.2;18;Crème de soin;Produits de maquillage et de soin de la peau
13.1.2.0.2;45;Crème hydratante;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Crème jambe;Produits de maquillage et de soin de la peau
13.1.2.0.2;55;Crème mains;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Crème massage;Produits de maquillage et de soin de la peau
13.1.2.0.2;10;Crème peau;Produits de maquillage et de soin de la peau
13.1.2.0.2;10;Crème pieds;Produits de maquillage et de soin de la peau
13.1.2.0.2;32;Crème soin;Produits de maquillage et de soin de la peau
13.1.2.0.2;51;Crème solaire;Produits de maquillage et de soin de la peau
13.1.2.0.2;103;Crème visage;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Demak'up;Produits de maquillage et de soin de la peau
13.1.2.0.2;8;Démaquillant;Produits de maquillage et de soin de la peau
13.1.2.0.2;13;Diadermine;Produits de maquillage et de soin de la peau
13.1.2.0.2;85;Dissolvant;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Dissolvant ongles;Produits de maquillage et de soin de la peau
13.1.2.0.2;22;Eau démaquillante;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Eau hydratante;Produits de maquillage et de soin de la peau
13.1.2.0.2;22;Eau micellaire;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Écran solaire;Produits de maquillage et de soin de la peau
13.1.2.0.2;14;Eyeliner;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Fard;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Fard à joues;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Fard à paupières;Produits de maquillage et de soin de la peau
13.1.2.0.2;67;Fond de teint;Produits de maquillage et de soin de la peau
13.1.2.0.2;21;Gloss;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Henné;Produits de maquillage et de soin de la peau
13.1.2.0.2;4;Huile corporelle;Produits de maquillage et de soin de la peau
13.1.2.0.2;4;Huile solaire;Produits de maquillage et de soin de la peau
13.1.2.0.2;18;Labello;Produits de maquillage et de soin de la peau
13.1.2.0.2;26;Lait corporel;Produits de maquillage et de soin de la peau
13.1.2.0.2;49;Lait démaquillant;Produits de maquillage et de soin de la peau
13.1.2.0.2;27;Lait hydratant;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Lait nettoyant;Produits de maquillage et de soin de la peau
13.1.2.0.2;13;Lait toilette;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Lingette démaquillante;Produits de maquillage et de soin de la peau
13.1.2.0.2;30;Lotion (produit de soins personnels);Produits de maquillage et de soin de la peau
13.1.2.0.2;165;Maquillage;Produits de maquillage et de soin de la peau
13.1.2.0.2;114;Mascara;Produits de maquillage et de soin de la peau
13.1.2.0.2;21;Masque beauté;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Masque cosmétique;Produits de maquillage et de soin de la peau
13.1.2.0.2;20;Masque visage;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;MIXA (produits de soins personnels);Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Monoi;Produits de maquillage et de soin de la peau
13.1.2.0.2;30;Nivea (produit de soins personnels);Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Ombre à paupières;Produits de maquillage et de soin de la peau
13.1.2.0.2;4;Palette maquillage;Produits de maquillage et de soin de la peau
13.1.2.0.2;2;Patch visage;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Produit cosmétique;Produits de maquillage et de soin de la peau
13.1.2.0.2;18;Produit de beauté;Produits de maquillage et de soin de la peau
13.1.2.0.2;4;Produit de soins;Produits de maquillage et de soin de la peau
13.1.2.0.2;296;Produits de soins personnels;Produits de maquillage et de soin de la peau
13.1.2.0.2;43;Rouge à lèvres;Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Scholl (produits de soins personnels);Produits de maquillage et de soin de la peau
13.1.2.0.2;1;Spray solaire;Produits de maquillage et de soin de la peau
13.1.2.0.2;3;Stick à lèvres;Produits de maquillage et de soin de la peau
13.1.2.0.2;6;Trousse maquillage;Produits de maquillage et de soin de la peau
13.1.2.0.2;46;Vernis à ongles;Produits de maquillage et de soin de la peau
13.1.2.0.3;12;Aquafresh;Savons , dentifrices et produits de toilette
13.1.2.0.3;1;Aquafresh dentifrice;Savons , dentifrices et produits de toilette
13.1.2.0.3;4;Axe déodorant;Savons , dentifrices et produits de toilette
13.1.2.0.3;69;Bain de bouche;Savons , dentifrices et produits de toilette
13.1.2.0.3;56;Bain douche;Savons , dentifrices et produits de toilette
13.1.2.0.3;19;Bain moussant;Savons , dentifrices et produits de toilette
13.1.2.0.3;1;Bande de cire;Savons , dentifrices et produits de toilette
13.1.2.0.3;1;Cadum;Savons , dentifrices et produits de toilette
13.1.2.0.3;1;Coffret bain;Savons , dentifrices et produits de toilette
